word,importance
definitely,0.0007331425697463971
twice,0.0007324647967729133
longer,0.0007271975749621102
self,0.0007242819722886318
lobby,0.0007231089909566525
change,0.0007161585879335098
kinda,0.0007141130408713082
fun,0.0007138030328673432
thanks,0.0007113223173445974
theyre,0.0007102527080118365
tea,0.0007096819447143239
hit,0.0007083451937793631
alright,0.000705219932430375
doing,0.0007027340548330586
try,0.0007021178979369009
water,0.000695469377780174
tried,0.0006907237005522621
sit,0.000690624106453672
sitting,0.0006885301462526982
meat,0.0006884353550984642
worth,0.00068695650073909
cash,0.0006851821070791059
tasted,0.0006843915561550719
stale,0.0006812307794391004
seen,0.0006804756339459439
dine,0.0006733468290860547
left,0.0006697414836099934
pick,0.0006666610153627188
disappointed,0.0006664286711333959
deals,0.0006629257052064558
loving,0.000660810935177544
ketchup,0.0006581544112660094
maybe,0.0006570700950250598
things,0.0006562923016177213
short,0.000655717493969878
liked,0.0006553346604394034
sausage,0.0006524086181398645
reason,0.0006493841285404048
thought,0.0006472074902546305
world,0.0006429721792175222
mcd,0.0006393045931561241
days,0.0006346077399560765
young,0.0006333100012389143
machines,0.0006275581408203987
quarter,0.0006259491755004927
looking,0.000624977474450902
feel,0.0006189660116992427
zero,0.0006186216803079136
walk,0.0006182393539280564
sad,0.0006112908534783513
deal,0.0006107261849970829
hungry,0.0006096435898181404
beach,0.0006056144064620901
meals,0.0006051866375752367
salt,0.0006038669447969129
let,0.0006037048721466798
look,0.0006009204890763054
enjoyed,0.0006006287418482259
given,0.0006001487386310535
early,0.0005996633191462083
buy,0.0005979156594844616
cleanliness,0.0005976088076184179
mickey,0.0005975064013167025
animals,0.000596307792432961
cleaner,0.0005954969134989427
wouldnt,0.0005938729776777879
looks,0.0005925302533767003
plus,0.0005903592652127727
trying,0.000588965467103496
cashiers,0.0005882887640171161
understand,0.0005820177521673148
sweet,0.0005800481213498994
iced,0.000578850593469652
floor,0.0005749585044466742
options,0.0005720715434521621
business,0.0005719938864828228
garbage,0.0005718448089181212
wifi,0.0005714884995113294
miss,0.0005707474247536239
phone,0.0005698474901154154
girl,0.0005695165383641764
coke,0.0005678400994763702
foods,0.0005665315462886298
door,0.000565448548054445
extra,0.0005582362629900226
cup,0.0005555695081876037
tastes,0.0005534357152283671
real,0.0005513059182668678
literally,0.0005481646460907902
review,0.0005468867117381578
arcade,0.0005465479321424483
tell,0.0005462421438676192
crew,0.0005437649561636938
cars,0.000543426813402947
stuff,0.0005418965344094696
guess,0.000540792099944264
havent,0.0005404582986683527
near,0.0005379031045571634
probably,0.0005365010553797609
dollar,0.0005353373760356686
wish,0.0005347728513718684
unfortunately,0.000533017073669011
smile,0.0005327664955353689
remodeled,0.0005322021887256595
gone,0.000531840675222854
sandwiches,0.0005288758977335675
star,0.0005261419316591735
rush,0.000525654450719724
comes,0.0005255022361553551
anymore,0.0005246975157309587
asking,0.0005244626741840303
giving,0.0005224921378545609
alot,0.0005213874279333976
bought,0.0005186998407975591
delivery,0.0005148566425110943
mcmuffin,0.0005136547114157668
son,0.0005117344708148409
local,0.0005104918533000226
werent,0.0005089188613346523
completely,0.0005079988959964285
particular,0.0005034548065637411
rest,0.0005011432835415184
park,0.0004999427329723023
pounder,0.0004998617786055753
received,0.0004967661885741695
register,0.000496527987519203
guy,0.0004953744406532235
broken,0.0004922271799703348
works,0.0004899436568715859
crazy,0.0004896107841468088
toilet,0.000489368315536026
kept,0.0004885291475182887
mean,0.0004884752139216698
hair,0.00048654279739165847
strip,0.0004843341683803237
drug,0.0004830646420439605
fan,0.00047981134793829836
building,0.0004791426259926934
complaints,0.000475512738088431
number,0.00047509662380632684
using,0.0004748768666795574
called,0.0004734587605623683
despite,0.000473051035634287
ones,0.0004719738810851847
prepared,0.0004707331625186954
making,0.00047070089296443227
organized,0.00046927825753763125
cleanest,0.00046820484623995697
looked,0.00046742058454005397
second,0.0004666043715546287
shift,0.00046597455488418734
paid,0.0004658038934221477
apple,0.0004643332704985321
space,0.0004622904157478229
leave,0.0004617475337809327
speed,0.00046157643274819416
street,0.00046077175380842183
filthy,0.00046001280685133497
serving,0.0004592565900433311
visited,0.0004588046173723687
absolutely,0.0004580950692136781
disappointing,0.0004548178806961417
yummy,0.0004532868076550365
worker,0.00045118459536893957
locations,0.0004501886884982608
ill,0.00045002809323760974
children,0.00044752424411876717
changed,0.00044749363304366684
fairly,0.00044514530285516963
ppl,0.0004451225792027935
doors,0.00044441665381929357
cleaned,0.000442786418198941
shake,0.00044222754956021695
napkins,0.0004399010527731428
hrs,0.0004396382133781508
theme,0.0004385994276583563
option,0.0004381763715668462
receipt,0.0004371987359306538
minute,0.0004362859502480484
matter,0.00043408468542062705
brought,0.00043379707283017877
burnt,0.0004323657505421595
id,0.0004306442353958777
cleaning,0.0004301003265268182
consistently,0.00042777691996105286
simple,0.00042776061135738687
macdonalds,0.000427562510801699
renovated,0.0004266799935729135
hamburgers,0.0004261937459610867
pasta,0.0004259013175744616
card,0.00042564065905288694
lost,0.0004255836386105312
gotten,0.0004253150239185355
pickup,0.000424337687273673
week,0.00042354613147175266
guys,0.00042353970038001295
fix,0.0004235173537528148
floors,0.0004216797330035829
bacon,0.0004193924825365701
god,0.0004188059255081833
happened,0.00041779817483712247
life,0.00041753084413978807
cheeseburger,0.0004173440260150246
snack,0.0004170037042930845
hand,0.00041694030211400377
hanging,0.0004164236161011938
everytime,0.00041531396071271603
fat,0.00041520052484753876
environment,0.0004144299823506586
saw,0.0004133730254652825
issue,0.00041288616598098173
staffed,0.00041167192863450936
yes,0.00041146795803580265
ate,0.00040827006161971624
kid,0.00040707772562194084
answer,0.0004047716685492526
upstairs,0.00040353161973296844
supposed,0.00040324336202664457
compared,0.00040251777230649563
refills,0.00040204666208029427
basic,0.0004018416960287728
drivethrough,0.0004016011670216135
barely,0.0004013269523160516
add,0.0004012892455286015
hamburger,0.0004012317188483201
man,0.0003992364898471956
wow,0.00039913603701696964
pie,0.00039738867993898433
mobile,0.00039681019321889335
pull,0.0003960406692867612
able,0.0003943106577443438
walking,0.0003937819927064335
interesting,0.00039335101420534703
playground,0.0003930426642362451
spicy,0.00039168306672716056
unfriendly,0.0003891484660776677
modern,0.0003884542850794565
bread,0.00038747680146992313
speak,0.00038365328838597923
grab,0.00038359245060308277
mcflurry,0.00038296879490995846
finally,0.0003796476986019047
curbside,0.00037908903405078686
ran,0.00037599892768121375
walked,0.00037563248475565395
unless,0.0003751578508351338
cause,0.00037508744647921923
issues,0.00037477455716357117
exactly,0.0003736635275161608
understaffed,0.00037354098776897377
house,0.00037322280716169153
hang,0.0003727585650746593
lack,0.0003727119451677203
reasonable,0.00037220568810075364
uber,0.00037128128615146076
chocolate,0.00037124404784395575
fantastic,0.0003708598629731569
city,0.00036932022638755987
crispy,0.0003683640748730423
shakes,0.00036660348608038586
believe,0.00036541672731027014
felt,0.0003653505882119201
waste,0.0003650913313454137
town,0.00036502425584011876
hands,0.00036478720381126435
station,0.00036444301189522536
charged,0.00036313247699451735
charge,0.0003597568778033892
huge,0.000359590320882712
considering,0.00035953032701343965
leaving,0.00035865101742279593
bun,0.00035839701288964214
generally,0.00035831731393571383
weird,0.0003580550818590885
condiments,0.0003545558247352609
safe,0.00035392675656960434
paper,0.00035255712103325924
complete,0.00035217851937131557
year,0.000351526014812625
buns,0.000350721966720508
prompt,0.00034745999196678936
caramel,0.00034634047957890387
difficult,0.00034614686066729544
lettuce,0.0003450891192896187
screen,0.0003449134299567114
glad,0.00034415683773194894
crowd,0.0003438206831470565
hurry,0.0003428100573997746
th,0.000342759455788901
standing,0.0003427365699471547
piece,0.0003424492867268694
donald,0.0003421350591028735
fry,0.00034122221018218217
screens,0.0003411138718424769
loud,0.0003407659424856038
frappe,0.0003405848513125947
offer,0.0003389346854361459
moving,0.0003386778491175234
comfortable,0.00033858592209491575
black,0.0003385023502078848
higher,0.00033823998149145186
chain,0.0003369839727682082
stay,0.0003351888915690823
multiple,0.0003351886250745553
size,0.00033139662657985546
single,0.0003313859408358611
sauces,0.0003313537751435554
disrespectful,0.0003290564059264147
handle,0.0003289070405296387
frozen,0.00032840992946512644
salad,0.0003282323358050755
whats,0.0003276434828349189
managers,0.0003267002594431375
sick,0.000326516161318149
located,0.00032607542229589183
refill,0.00032598644023130714
friend,0.00032582712826333886
later,0.00032337055811461894
cook,0.00032312438817748277
plenty,0.00032230167999220923
oh,0.0003193172660697335
establishment,0.00031708011338621266
pier,0.0003162240512521296
frys,0.00031618855257059395
break,0.0003155137530729606
problems,0.00031523359038361905
smell,0.0003143434572801061
lane,0.0003140391594132825
mocha,0.0003130572031609937
value,0.0003123300314867635
pies,0.000311297663982452
pancakes,0.00031120667639000576
seriously,0.0003103714240349426
spanish,0.0003103694815738897
saturday,0.0003103554682294515
incorrect,0.0003064482250931324
general,0.0003060035399685726
paying,0.00030535906707114275
medium,0.00030485311927516787
mcchicken,0.00030483844233656086
arent,0.0003031020456927712
largest,0.00030283016064258357
remodel,0.0003027844602019924
youd,0.0003027170459568277
covid,0.00030265825053829484
started,0.0003016781684008961
sunday,0.0003015281307251972
sugar,0.00030137193289226174
sell,0.0003005961405398025
low,0.00030043767316818555
moved,0.000299708526715257
tourist,0.0002985875865237151
hope,0.0002978886282356512
talk,0.0002968490909363037
traffic,0.00029622236615682216
biggest,0.00029572883601976485
restaurants,0.0002955144647922338
school,0.0002954892290847255
treated,0.000294435607518357
milk,0.0002940008980570593
touch,0.0002939246684108537
remember,0.0002936551317475951
item,0.0002931409702894217
road,0.00029301287615565334
recommended,0.00029245753857589925
stand,0.0002918593400575671
flavor,0.00029169024061298553
attentive,0.00029072950677358337
ahead,0.00029032952628361633
sign,0.0002890595413130286
fact,0.0002887009816614725
limited,0.0002882987916642137
end,0.00028781937944997657
middle,0.00028732301512876844
cone,0.0002870357580283944
fountain,0.00028645261806360336
facility,0.00028419576325890676
tourists,0.00028286692539402204
running,0.00028139058232375694
watch,0.0002809099425697899
choice,0.0002809010945183547
sorry,0.00028032711047140863
goes,0.0002802751990351304
start,0.0002799182759986009
eats,0.0002789254991071402
turn,0.0002784083255383468
training,0.00027725059610403597
saying,0.0002768419779507736
lanes,0.0002764985592059128
seats,0.000276147759174258
orlando,0.0002751885319261472
tired,0.0002747669170548402
newly,0.00027456304658695345
hash,0.0002743025325218499
company,0.00027415036052945007
skills,0.00027295728624517404
youll,0.00027281268029792866
highly,0.00027235284068395036
course,0.00027139706834911
couple,0.0002711435282707143
entire,0.0002710371253724061
waikiki,0.00027059099818879754
visiting,0.00027022632086523974
pickles,0.0002685503605547301
costumer,0.000268236795734543
impressed,0.0002681563943600896
recently,0.00026680911772947126
guard,0.00026594849275594006
surprised,0.00026389650104699037
apparently,0.0002627853575933176
mistakes,0.00026266781592957
threw,0.0002626414691045821
rate,0.0002625807428998171
everyday,0.00025970083878361345
idea,0.0002575523904941045
deluxe,0.0002564995312778219
theyve,0.0002560907998092883
orange,0.0002550071966039127
lazy,0.00025495564051980545
st,0.0002545660268876819
added,0.00025418267083704817
yeah,0.0002528966572814402
refused,0.0002516313495032808
save,0.0002514763934818699
locked,0.0002514706112341602
diet,0.0002512512996945362
kitchen,0.00025115308708816193
attitudes,0.00025070994687459924
ladies,0.0002500428691098049
mad,0.0002499938867630905
joke,0.0002498858124122032
sat,0.0002498570245505525
ago,0.00024959469436346935
till,0.00024915366308667943
hell,0.0002480030719186042
talking,0.00024648542455112056
cuz,0.000245931323460309
correctly,0.00024495571291102583
members,0.00024413402718448062
totally,0.00024401406564920184
greasy,0.0002433630742104771
honestly,0.0002429656307656281
box,0.00024279553818408155
midnight,0.00024183248746663237
team,0.00024055833694069473
placed,0.00024028233372890072
member,0.0002395169824841565
nearby,0.00023823328684690947
yall,0.00023764891271249084
brown,0.00023739564653023037
soon,0.00023682437583547668
clearly,0.00023619995615738884
deliver,0.0002361069932027484
biscuit,0.00023577879661979996
cheeseburgers,0.00023544813067298618
request,0.00023527744353784525
muffin,0.00023401637402609946
standards,0.00023334202736849244
dallas,0.00023307845547600848
straws,0.0002329529323468819
corporate,0.0002308043480924679
constantly,0.00023054303920622
filled,0.0002304896093641389
friends,0.00023048169819904748
grease,0.00022987930670519423
return,0.00022954782812502965
dinner,0.00022867404317945974
arrived,0.00022836636616013016
hear,0.00022788514632782504
act,0.00022752316421666724
receive,0.0002274170363957588
tho,0.00022728341138763183
live,0.0002270523868532201
south,0.00022666857949051093
eggs,0.00022572035989622174
properly,0.000225647725832196
mistake,0.00022534750274650982
nd,0.00022468899909505825
entrance,0.00022461463063139787
daughter,0.00022410358652714854
handed,0.00022346460167522986
tonight,0.00022210737326793892
past,0.00022197207594869028
cost,0.00022189995367407958
uncomfortable,0.00022115497875426691
worked,0.0002200351208728255
offered,0.000218333908699029
gonna,0.00021825320917114382
taken,0.00021799910124771008
dinning,0.0002176447148789095
upset,0.00021762037412320656
process,0.00021628951815137978
hotel,0.00021518083355235223
rd,0.00021292160216027068
face,0.00021291995457417044
happens,0.00021276270693108143
unique,0.0002127079588526541
refund,0.000212377192831168
delivered,0.00021211192541293185
latte,0.00021203090853383818
happen,0.0002117680970901573
knows,0.00021156389383947396
worlds,0.00021126150227997659
oil,0.00021031850935623907
fixed,0.00020891094889842254
speaker,0.00020890797208764376
gas,0.0002084262229259041
plain,0.00020778504723567982
heard,0.00020707197000925762
soft,0.00020673929088642001
cups,0.00020600288383969688
franchise,0.0002052928637799747
complain,0.00020424170756977678
hr,0.00020290664076853576
treat,0.00020268235067440153
miami,0.0002013066770426099
opened,0.0002005972679295535
onions,0.0002001815147355994
online,0.00019779046339997057
broke,0.0001976809764249867
allow,0.000197184275750769
sprite,0.00019685170465716953
prefer,0.00019595475727849623
strawberry,0.00019493670103559236
month,0.00019473594327042178
spend,0.00019440900691958563
difference,0.0001933879862888949
vanilla,0.00019282995121259615
browns,0.0001927549602682606
child,0.00019149704805959973
shame,0.00019117080215692587
case,0.0001910439131876486
state,0.00018963171668554452
dollars,0.00018929734220353835
forward,0.00018913453790131592
unacceptable,0.00018908049372386726
complaint,0.0001887335402547659
helping,0.00018824670023399707
king,0.0001874188677795114
ignored,0.0001866451877169873
simply,0.00018596241604118096
frustrating,0.0001851518299744255
driving,0.00018484418813800342
smh,0.00018401580622290134
incredibly,0.00018350208946004632
america,0.00018215889476545517
soggy,0.0001819252108209266
sense,0.00018166024776019825
pass,0.0001816000580540691
rating,0.00018148829923143384
set,0.00018058856418182005
game,0.00018056877530862284
bother,0.00018007759279016781
total,0.000179295491736211
ended,0.00017850897977867867
requested,0.00017743630214289607
human,0.00017733677965909412
police,0.0001771294904855333
nugget,0.00017682125273118263
milkshake,0.00017554098878778151
noticed,0.00017487564446807478
drove,0.0001746795068735757
purchase,0.0001737349483829896
bbq,0.0001730934218331987
watched,0.0001724013043754399
york,0.00017220097078223643
closing,0.00017188280012004622
google,0.000170794222088199
repeat,0.00017063081103624596
update,0.00017050159925799515
reviews,0.0001698000957032109
normally,0.00016868435604064141
certain,0.00016835700103916978
negative,0.0001679606201183951
incompetent,0.00016790677288193394
weeks,0.00016722114993077857
bunch,0.00016710986553320858
yelling,0.0001663622900219062
decided,0.00016634569838918284
obviously,0.00016409228613546448
possible,0.00016393402017759423
woman,0.00016379867427346475
dr,0.0001631867330931528
raw,0.0001628540427897556
mustard,0.00016230428919615517
mayo,0.00016177417047949752
fault,0.00016108014591600768
hire,0.00016027066902385697
speaking,0.00015849178476116222
coffees,0.00015666662268954096
public,0.0001564208539310205
lie,0.0001556829635996866
santa,0.00015554416403644025
learn,0.00015523574350156493
read,0.0001545652965370786
pulled,0.0001535786359995102
hello,0.00015346378058693122
monica,0.00015158705252350674
wife,0.00015096683211673326
respect,0.00014976137197303914
afternoon,0.00014950920591257956
cookies,0.00014798549033986756
showed,0.00014679944685832414
funny,0.0001452996267042894
bags,0.00014488478345286627
type,0.00014422380204350246
juice,0.00014361585949511664
chance,0.00014355292722405537
experiences,0.00014354962145145248
hardly,0.00014231349606829503
enter,0.00014143899715788927
word,0.00014141460301742928
spent,0.0001402694366058165
mention,0.0001401930310532774
managed,0.000139446891378416
prepare,0.0001381086711672167
patty,0.00013712701988686905
moment,0.00013672521472558104
response,0.00013614913843758712
mcdouble,0.0001356067531802933
row,0.00013519862380029956
spoke,0.00013508215176241933
experienced,0.00013422139183434903
clear,0.0001340308614825216
poorly,0.00013239351726124918
duty,0.00013194766562019917
code,0.000131358871714589
combo,0.00013081696407125175
toy,0.00012923046192415142
post,0.0001286957216585854
credit,0.00012652328006979325
shut,0.00012581978960067217
allowed,0.00012466582345813524
truly,0.00012339973678331532
main,0.00012337191087050738
syrup,0.00012288782645570906
throw,0.0001222333617631325
sundae,0.00012110128500201867
games,0.00011863122419509613
playing,0.00011757430557773114
helped,0.00011599758984962678
provide,0.00011358827602634116
telling,0.00011237365800536671
trip,0.00011206721599648484
mind,0.00011189153081731192
international,0.00011009310715955177
florida,0.00010947344661783951
coupon,0.00010879765948954805
putting,0.00010859971600671214
manger,0.00010856823818997329
numbers,0.00010766009532123498
husband,0.00010746612627060276
turned,0.00010671913756504064
shes,0.00010613176906593879
situation,0.00010562403518240228
months,0.00010505894491104766
knew,0.0001022079072460845
vacation,0.0001017410778720855
basically,9.846680489501396e-05
eyes,9.65527209927309e-05
owner,9.597526691282518e-05
white,9.430824355824293e-05
pepper,9.314208982333967e-05
including,9.207232828094771e-05
returning,9.0282761501062e-05
female,8.742190875115423e-05
calling,8.626881526816493e-05
level,8.517664411155031e-05
sent,8.34092751824798e-05
ignore,8.105528499069916e-05
head,8.093220764089217e-05
supervisor,7.832673765017427e-05
stated,7.799202040764428e-05
checked,7.623652647392666e-05
deserve,7.263721598641356e-05
hold,7.22632560545894e-05
stood,7.132119039391398e-05
contact,6.587690426665468e-05
tells,6.1275910352296e-05
question,6.097760086595956e-05
payment,6.07077696194836e-05
absolute,5.865615871691022e-05
realize,5.6164491251410115e-05
talked,5.4542431001977415e-05
rolled,4.59110358587954e-05
eye,4.550070333483215e-05
yelled,4.356539984994869e-05
explained,4.0564362423142685e-05
answered,3.491839418352793e-05
rudely,2.0364161389157128e-05
